"state","county","county_full","neighbor_state","neighbor_county","neighbor_county_full"
"CA","Kings","Kings-CA","CA","Fresno","Fresno-CA"
"CA","Kings","Kings-CA","CA","Kern","Kern-CA"
"CA","Kings","Kings-CA","CA","Kings","Kings-CA"
"CA","Kings","Kings-CA","CA","Monterey","Monterey-CA"
"CA","Kings","Kings-CA","CA","San Luis Obispo","San Luis Obispo-CA"
"CA","Kings","Kings-CA","CA","Tulare","Tulare-CA"
"CA","Lake","Lake-CA","CA","Colusa","Colusa-CA"
"CA","Lake","Lake-CA","CA","Glenn","Glenn-CA"
"CA","Lake","Lake-CA","CA","Lake","Lake-CA"
"CA","Lake","Lake-CA","CA","Mendocino","Mendocino-CA"
"CA","Lake","Lake-CA","CA","Napa","Napa-CA"
"CA","Lake","Lake-CA","CA","Sonoma","Sonoma-CA"
"CA","Lake","Lake-CA","CA","Yolo","Yolo-CA"
"CA","Lassen","Lassen-CA","CA","Lassen","Lassen-CA"
"CA","Lassen","Lassen-CA","CA","Modoc","Modoc-CA"
"CA","Lassen","Lassen-CA","CA","Plumas","Plumas-CA"
"CA","Lassen","Lassen-CA","CA","Shasta","Shasta-CA"
"CA","Lassen","Lassen-CA","CA","Sierra","Sierra-CA"
"CA","Lassen","Lassen-CA","NV","Washoe","Washoe-NV"
"CA","Los Angeles","Los Angeles-CA","CA","Kern","Kern-CA"
"CA","Los Angeles","Los Angeles-CA","CA","Los Angeles","Los Angeles-CA"
"CA","Los Angeles","Los Angeles-CA","CA","Orange","Orange-CA"
"CA","Los Angeles","Los Angeles-CA","CA","San Bernardino","San Bernardino-CA"
"CA","Los Angeles","Los Angeles-CA","CA","Ventura","Ventura-CA"
"CA","Madera","Madera-CA","CA","Fresno","Fresno-CA"
"CA","Madera","Madera-CA","CA","Madera","Madera-CA"
"CA","Madera","Madera-CA","CA","Mariposa","Mariposa-CA"
"CA","Madera","Madera-CA","CA","Merced","Merced-CA"
"CA","Madera","Madera-CA","CA","Mono","Mono-CA"
"CA","Madera","Madera-CA","CA","Tuolumne","Tuolumne-CA"
"CA","Marin","Marin-CA","CA","Contra Costa","Contra Costa-CA"
"CA","Marin","Marin-CA","CA","Marin","Marin-CA"
"CA","Marin","Marin-CA","CA","San Francisco","San Francisco-CA"
"CA","Marin","Marin-CA","CA","Solano","Solano-CA"
"CA","Marin","Marin-CA","CA","Sonoma","Sonoma-CA"
"CA","Mariposa","Mariposa-CA","CA","Madera","Madera-CA"
"CA","Mariposa","Mariposa-CA","CA","Mariposa","Mariposa-CA"
"CA","Mariposa","Mariposa-CA","CA","Merced","Merced-CA"
"CA","Mariposa","Mariposa-CA","CA","Stanislaus","Stanislaus-CA"
"CA","Mariposa","Mariposa-CA","CA","Tuolumne","Tuolumne-CA"
"CA","Mendocino","Mendocino-CA","CA","Glenn","Glenn-CA"
"CA","Mendocino","Mendocino-CA","CA","Humboldt","Humboldt-CA"
"CA","Mendocino","Mendocino-CA","CA","Lake","Lake-CA"
"CA","Mendocino","Mendocino-CA","CA","Mendocino","Mendocino-CA"
"CA","Mendocino","Mendocino-CA","CA","Sonoma","Sonoma-CA"
"CA","Mendocino","Mendocino-CA","CA","Tehama","Tehama-CA"
"CA","Mendocino","Mendocino-CA","CA","Trinity","Trinity-CA"
"CA","Merced","Merced-CA","CA","Fresno","Fresno-CA"
"CA","Merced","Merced-CA","CA","Madera","Madera-CA"
"CA","Merced","Merced-CA","CA","Mariposa","Mariposa-CA"
"CA","Merced","Merced-CA","CA","Merced","Merced-CA"
"CA","Merced","Merced-CA","CA","San Benito","San Benito-CA"
"CA","Merced","Merced-CA","CA","Santa Clara","Santa Clara-CA"
"CA","Merced","Merced-CA","CA","Stanislaus","Stanislaus-CA"
"CA","Modoc","Modoc-CA","CA","Lassen","Lassen-CA"
"CA","Modoc","Modoc-CA","CA","Modoc","Modoc-CA"
"CA","Modoc","Modoc-CA","CA","Shasta","Shasta-CA"
"CA","Modoc","Modoc-CA","CA","Siskiyou","Siskiyou-CA"
"CA","Modoc","Modoc-CA","NV","Washoe","Washoe-NV"
"CA","Modoc","Modoc-CA","OR","Klamath","Klamath-OR"
"CA","Modoc","Modoc-CA","OR","Lake","Lake-OR"
"CA","Mono","Mono-CA","CA","Alpine","Alpine-CA"
"CA","Mono","Mono-CA","CA","Fresno","Fresno-CA"
"CA","Mono","Mono-CA","CA","Inyo","Inyo-CA"
"CA","Mono","Mono-CA","CA","Madera","Madera-CA"
"CA","Mono","Mono-CA","CA","Mono","Mono-CA"
"CA","Mono","Mono-CA","CA","Tuolumne","Tuolumne-CA"
"CA","Mono","Mono-CA","NV","Douglas","Douglas-NV"
"CA","Mono","Mono-CA","NV","Esmeralda","Esmeralda-NV"
"CA","Mono","Mono-CA","NV","Lyon","Lyon-NV"
"CA","Mono","Mono-CA","NV","Mineral","Mineral-NV"
"CA","Monterey","Monterey-CA","CA","Fresno","Fresno-CA"
"CA","Monterey","Monterey-CA","CA","Kings","Kings-CA"
"CA","Monterey","Monterey-CA","CA","Monterey","Monterey-CA"
"CA","Monterey","Monterey-CA","CA","San Benito","San Benito-CA"
"CA","Monterey","Monterey-CA","CA","San Luis Obispo","San Luis Obispo-CA"
"CA","Monterey","Monterey-CA","CA","Santa Cruz","Santa Cruz-CA"
"CA","Napa","Napa-CA","CA","Lake","Lake-CA"
"CA","Napa","Napa-CA","CA","Napa","Napa-CA"
"CA","Napa","Napa-CA","CA","Solano","Solano-CA"
"CA","Napa","Napa-CA","CA","Sonoma","Sonoma-CA"
"CA","Napa","Napa-CA","CA","Yolo","Yolo-CA"
"CA","Nevada","Nevada-CA","CA","Nevada","Nevada-CA"
"CA","Nevada","Nevada-CA","CA","Placer","Placer-CA"
"CA","Nevada","Nevada-CA","CA","Sierra","Sierra-CA"
"CA","Nevada","Nevada-CA","CA","Yuba","Yuba-CA"
"CA","Nevada","Nevada-CA","NV","Washoe","Washoe-NV"
"CA","Orange","Orange-CA","CA","Los Angeles","Los Angeles-CA"
"CA","Orange","Orange-CA","CA","Orange","Orange-CA"
"CA","Orange","Orange-CA","CA","Riverside","Riverside-CA"
"CA","Orange","Orange-CA","CA","San Bernardino","San Bernardino-CA"
"CA","Orange","Orange-CA","CA","San Diego","San Diego-CA"
"CA","Placer","Placer-CA","CA","El Dorado","El Dorado-CA"
"CA","Placer","Placer-CA","CA","Nevada","Nevada-CA"
"CA","Placer","Placer-CA","CA","Placer","Placer-CA"
"CA","Placer","Placer-CA","CA","Sacramento","Sacramento-CA"
"CA","Placer","Placer-CA","CA","Sutter","Sutter-CA"
"CA","Placer","Placer-CA","CA","Yuba","Yuba-CA"
"CA","Placer","Placer-CA","NV","Douglas","Douglas-NV"
"CA","Placer","Placer-CA","NV","Washoe","Washoe-NV"
"CA","Placer","Placer-CA","NV","Carson City","Carson City-NV"
"CA","Plumas","Plumas-CA","CA","Butte","Butte-CA"
"CA","Plumas","Plumas-CA","CA","Lassen","Lassen-CA"
"CA","Plumas","Plumas-CA","CA","Plumas","Plumas-CA"
"CA","Plumas","Plumas-CA","CA","Shasta","Shasta-CA"
"CA","Plumas","Plumas-CA","CA","Sierra","Sierra-CA"
"CA","Plumas","Plumas-CA","CA","Tehama","Tehama-CA"
"CA","Plumas","Plumas-CA","CA","Yuba","Yuba-CA"
"CA","Riverside","Riverside-CA","AZ","La Paz","La Paz-AZ"
"CA","Riverside","Riverside-CA","CA","Imperial","Imperial-CA"
"CA","Riverside","Riverside-CA","CA","Orange","Orange-CA"
"CA","Riverside","Riverside-CA","CA","Riverside","Riverside-CA"
"CA","Riverside","Riverside-CA","CA","San Bernardino","San Bernardino-CA"
"CA","Riverside","Riverside-CA","CA","San Diego","San Diego-CA"
"CA","Sacramento","Sacramento-CA","CA","Amador","Amador-CA"
"CA","Sacramento","Sacramento-CA","CA","Contra Costa","Contra Costa-CA"
"CA","Sacramento","Sacramento-CA","CA","El Dorado","El Dorado-CA"
"CA","Sacramento","Sacramento-CA","CA","Placer","Placer-CA"
"CA","Sacramento","Sacramento-CA","CA","Sacramento","Sacramento-CA"
"CA","Sacramento","Sacramento-CA","CA","San Joaquin","San Joaquin-CA"
"CA","Sacramento","Sacramento-CA","CA","Solano","Solano-CA"
"CA","Sacramento","Sacramento-CA","CA","Sutter","Sutter-CA"
"CA","Sacramento","Sacramento-CA","CA","Yolo","Yolo-CA"
"CA","San Benito","San Benito-CA","CA","Fresno","Fresno-CA"
"CA","San Benito","San Benito-CA","CA","Merced","Merced-CA"
"CA","San Benito","San Benito-CA","CA","Monterey","Monterey-CA"
"CA","San Benito","San Benito-CA","CA","San Benito","San Benito-CA"
"CA","San Benito","San Benito-CA","CA","Santa Clara","Santa Clara-CA"
"CA","San Benito","San Benito-CA","CA","Santa Cruz","Santa Cruz-CA"
"CA","San Bernardino","San Bernardino-CA","AZ","La Paz","La Paz-AZ"
"CA","San Bernardino","San Bernardino-CA","AZ","Mohave","Mohave-AZ"
"CA","San Bernardino","San Bernardino-CA","CA","Inyo","Inyo-CA"
"CA","San Bernardino","San Bernardino-CA","CA","Kern","Kern-CA"
"CA","San Bernardino","San Bernardino-CA","CA","Los Angeles","Los Angeles-CA"
"CA","San Bernardino","San Bernardino-CA","CA","Orange","Orange-CA"
"CA","San Bernardino","San Bernardino-CA","CA","Riverside","Riverside-CA"
"CA","San Bernardino","San Bernardino-CA","CA","San Bernardino","San Bernardino-CA"
"CA","San Bernardino","San Bernardino-CA","NV","Clark","Clark-NV"
"CA","San Diego","San Diego-CA","CA","Imperial","Imperial-CA"
"CA","San Diego","San Diego-CA","CA","Orange","Orange-CA"
"CA","San Diego","San Diego-CA","CA","Riverside","Riverside-CA"
"CA","San Diego","San Diego-CA","CA","San Diego","San Diego-CA"
"CA","San Francisco","San Francisco-CA","CA","Alameda","Alameda-CA"
"CA","San Francisco","San Francisco-CA","CA","Contra Costa","Contra Costa-CA"
"CA","San Francisco","San Francisco-CA","CA","Marin","Marin-CA"
"CA","San Francisco","San Francisco-CA","CA","San Francisco","San Francisco-CA"
"CA","San Francisco","San Francisco-CA","CA","San Mateo","San Mateo-CA"
"CA","San Joaquin","San Joaquin-CA","CA","Alameda","Alameda-CA"
"CA","San Joaquin","San Joaquin-CA","CA","Amador","Amador-CA"
"CA","San Joaquin","San Joaquin-CA","CA","Calaveras","Calaveras-CA"
"CA","San Joaquin","San Joaquin-CA","CA","Contra Costa","Contra Costa-CA"
"CA","San Joaquin","San Joaquin-CA","CA","Sacramento","Sacramento-CA"
"CA","San Joaquin","San Joaquin-CA","CA","San Joaquin","San Joaquin-CA"
"CA","San Joaquin","San Joaquin-CA","CA","Stanislaus","Stanislaus-CA"
"CA","San Luis Obispo","San Luis Obispo-CA","CA","Kern","Kern-CA"
"CA","San Luis Obispo","San Luis Obispo-CA","CA","Kings","Kings-CA"
"CA","San Luis Obispo","San Luis Obispo-CA","CA","Monterey","Monterey-CA"
"CA","San Luis Obispo","San Luis Obispo-CA","CA","San Luis Obispo","San Luis Obispo-CA"
"CA","San Luis Obispo","San Luis Obispo-CA","CA","Santa Barbara","Santa Barbara-CA"
"CA","San Mateo","San Mateo-CA","CA","Alameda","Alameda-CA"
"CA","San Mateo","San Mateo-CA","CA","San Francisco","San Francisco-CA"
"CA","San Mateo","San Mateo-CA","CA","San Mateo","San Mateo-CA"
"CA","San Mateo","San Mateo-CA","CA","Santa Clara","Santa Clara-CA"
"CA","San Mateo","San Mateo-CA","CA","Santa Cruz","Santa Cruz-CA"
"CA","Santa Barbara","Santa Barbara-CA","CA","Kern","Kern-CA"
"CA","Santa Barbara","Santa Barbara-CA","CA","San Luis Obispo","San Luis Obispo-CA"
"CA","Santa Barbara","Santa Barbara-CA","CA","Santa Barbara","Santa Barbara-CA"
"CA","Santa Barbara","Santa Barbara-CA","CA","Ventura","Ventura-CA"
"CA","Santa Clara","Santa Clara-CA","CA","Alameda","Alameda-CA"
"CA","Santa Clara","Santa Clara-CA","CA","Merced","Merced-CA"
"CA","Santa Clara","Santa Clara-CA","CA","San Benito","San Benito-CA"
"CA","Santa Clara","Santa Clara-CA","CA","San Mateo","San Mateo-CA"
"CA","Santa Clara","Santa Clara-CA","CA","Santa Clara","Santa Clara-CA"
"CA","Santa Clara","Santa Clara-CA","CA","Santa Cruz","Santa Cruz-CA"
"CA","Santa Clara","Santa Clara-CA","CA","Stanislaus","Stanislaus-CA"
"CA","Santa Cruz","Santa Cruz-CA","CA","Monterey","Monterey-CA"
"CA","Santa Cruz","Santa Cruz-CA","CA","San Benito","San Benito-CA"
"CA","Santa Cruz","Santa Cruz-CA","CA","San Mateo","San Mateo-CA"
"CA","Santa Cruz","Santa Cruz-CA","CA","Santa Clara","Santa Clara-CA"
"CA","Santa Cruz","Santa Cruz-CA","CA","Santa Cruz","Santa Cruz-CA"
"CA","Shasta","Shasta-CA","CA","Lassen","Lassen-CA"
"CA","Shasta","Shasta-CA","CA","Modoc","Modoc-CA"
"CA","Shasta","Shasta-CA","CA","Plumas","Plumas-CA"
"CA","Shasta","Shasta-CA","CA","Shasta","Shasta-CA"
"CA","Shasta","Shasta-CA","CA","Siskiyou","Siskiyou-CA"
"CA","Shasta","Shasta-CA","CA","Tehama","Tehama-CA"
"CA","Shasta","Shasta-CA","CA","Trinity","Trinity-CA"
"CA","Sierra","Sierra-CA","CA","Lassen","Lassen-CA"
"CA","Sierra","Sierra-CA","CA","Nevada","Nevada-CA"
"CA","Sierra","Sierra-CA","CA","Plumas","Plumas-CA"
"CA","Sierra","Sierra-CA","CA","Sierra","Sierra-CA"
"CA","Sierra","Sierra-CA","CA","Yuba","Yuba-CA"
"CA","Sierra","Sierra-CA","NV","Washoe","Washoe-NV"
"CA","Siskiyou","Siskiyou-CA","CA","Del Norte","Del Norte-CA"
"CA","Siskiyou","Siskiyou-CA","CA","Humboldt","Humboldt-CA"
"CA","Siskiyou","Siskiyou-CA","CA","Modoc","Modoc-CA"
"CA","Siskiyou","Siskiyou-CA","CA","Shasta","Shasta-CA"
"CA","Siskiyou","Siskiyou-CA","CA","Siskiyou","Siskiyou-CA"
"CA","Siskiyou","Siskiyou-CA","CA","Trinity","Trinity-CA"
"CA","Siskiyou","Siskiyou-CA","OR","Jackson","Jackson-OR"
"CA","Siskiyou","Siskiyou-CA","OR","Josephine","Josephine-OR"
"CA","Siskiyou","Siskiyou-CA","OR","Klamath","Klamath-OR"
"CA","Solano","Solano-CA","CA","Contra Costa","Contra Costa-CA"
"CA","Solano","Solano-CA","CA","Marin","Marin-CA"
"CA","Solano","Solano-CA","CA","Napa","Napa-CA"
"CA","Solano","Solano-CA","CA","Sacramento","Sacramento-CA"
"CA","Solano","Solano-CA","CA","Solano","Solano-CA"
"CA","Solano","Solano-CA","CA","Sonoma","Sonoma-CA"
"CA","Solano","Solano-CA","CA","Yolo","Yolo-CA"
"CA","Sonoma","Sonoma-CA","CA","Contra Costa","Contra Costa-CA"
"CA","Sonoma","Sonoma-CA","CA","Lake","Lake-CA"
"CA","Sonoma","Sonoma-CA","CA","Marin","Marin-CA"
"CA","Sonoma","Sonoma-CA","CA","Mendocino","Mendocino-CA"
"CA","Sonoma","Sonoma-CA","CA","Napa","Napa-CA"
"CA","Sonoma","Sonoma-CA","CA","Solano","Solano-CA"
"CA","Sonoma","Sonoma-CA","CA","Sonoma","Sonoma-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Alameda","Alameda-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Calaveras","Calaveras-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Mariposa","Mariposa-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Merced","Merced-CA"
"CA","Stanislaus","Stanislaus-CA","CA","San Joaquin","San Joaquin-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Santa Clara","Santa Clara-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Stanislaus","Stanislaus-CA"
"CA","Stanislaus","Stanislaus-CA","CA","Tuolumne","Tuolumne-CA"
"CA","Sutter","Sutter-CA","CA","Butte","Butte-CA"
"CA","Sutter","Sutter-CA","CA","Colusa","Colusa-CA"
"CA","Sutter","Sutter-CA","CA","Placer","Placer-CA"
"CA","Sutter","Sutter-CA","CA","Sacramento","Sacramento-CA"
"CA","Sutter","Sutter-CA","CA","Sutter","Sutter-CA"
"CA","Sutter","Sutter-CA","CA","Yolo","Yolo-CA"
"CA","Sutter","Sutter-CA","CA","Yuba","Yuba-CA"
"CA","Tehama","Tehama-CA","CA","Butte","Butte-CA"
"CA","Tehama","Tehama-CA","CA","Glenn","Glenn-CA"
"CA","Tehama","Tehama-CA","CA","Mendocino","Mendocino-CA"
"CA","Tehama","Tehama-CA","CA","Plumas","Plumas-CA"
"CA","Tehama","Tehama-CA","CA","Shasta","Shasta-CA"
"CA","Tehama","Tehama-CA","CA","Tehama","Tehama-CA"
"CA","Tehama","Tehama-CA","CA","Trinity","Trinity-CA"
"CA","Trinity","Trinity-CA","CA","Humboldt","Humboldt-CA"
"CA","Trinity","Trinity-CA","CA","Mendocino","Mendocino-CA"
"CA","Trinity","Trinity-CA","CA","Shasta","Shasta-CA"
"CA","Trinity","Trinity-CA","CA","Siskiyou","Siskiyou-CA"
"CA","Trinity","Trinity-CA","CA","Tehama","Tehama-CA"
"CA","Trinity","Trinity-CA","CA","Trinity","Trinity-CA"
"CA","Tulare","Tulare-CA","CA","Fresno","Fresno-CA"
"CA","Tulare","Tulare-CA","CA","Inyo","Inyo-CA"
"CA","Tulare","Tulare-CA","CA","Kern","Kern-CA"
"CA","Tulare","Tulare-CA","CA","Kings","Kings-CA"
"CA","Tulare","Tulare-CA","CA","Tulare","Tulare-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Alpine","Alpine-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Calaveras","Calaveras-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Madera","Madera-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Mariposa","Mariposa-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Mono","Mono-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Stanislaus","Stanislaus-CA"
"CA","Tuolumne","Tuolumne-CA","CA","Tuolumne","Tuolumne-CA"
"CA","Ventura","Ventura-CA","CA","Kern","Kern-CA"
"CA","Ventura","Ventura-CA","CA","Los Angeles","Los Angeles-CA"
"CA","Ventura","Ventura-CA","CA","Santa Barbara","Santa Barbara-CA"
"CA","Ventura","Ventura-CA","CA","Ventura","Ventura-CA"
"CA","Yolo","Yolo-CA","CA","Colusa","Colusa-CA"
"CA","Yolo","Yolo-CA","CA","Lake","Lake-CA"
"CA","Yolo","Yolo-CA","CA","Napa","Napa-CA"
"CA","Yolo","Yolo-CA","CA","Sacramento","Sacramento-CA"
"CA","Yolo","Yolo-CA","CA","Solano","Solano-CA"
"CA","Yolo","Yolo-CA","CA","Sutter","Sutter-CA"
"CA","Yolo","Yolo-CA","CA","Yolo","Yolo-CA"
"CA","Yuba","Yuba-CA","CA","Butte","Butte-CA"
"CA","Yuba","Yuba-CA","CA","Nevada","Nevada-CA"
"CA","Yuba","Yuba-CA","CA","Placer","Placer-CA"
"CA","Yuba","Yuba-CA","CA","Plumas","Plumas-CA"
"CA","Yuba","Yuba-CA","CA","Sierra","Sierra-CA"
"CA","Yuba","Yuba-CA","CA","Sutter","Sutter-CA"
"CA","Yuba","Yuba-CA","CA","Yuba","Yuba-CA"
"CO","Adams","Adams-CO","CO","Adams","Adams-CO"
"CO","Adams","Adams-CO","CO","Arapahoe","Arapahoe-CO"
"CO","Adams","Adams-CO","CO","Broomfield","Broomfield-CO"
"CO","Adams","Adams-CO","CO","Denver","Denver-CO"
"CO","Adams","Adams-CO","CO","Jefferson","Jefferson-CO"
"CO","Adams","Adams-CO","CO","Morgan","Morgan-CO"
"CO","Adams","Adams-CO","CO","Washington","Washington-CO"
"CO","Adams","Adams-CO","CO","Weld","Weld-CO"
"CO","Alamosa","Alamosa-CO","CO","Alamosa","Alamosa-CO"
"CO","Alamosa","Alamosa-CO","CO","Conejos","Conejos-CO"
"CO","Alamosa","Alamosa-CO","CO","Costilla","Costilla-CO"
"CO","Alamosa","Alamosa-CO","CO","Huerfano","Huerfano-CO"
"CO","Alamosa","Alamosa-CO","CO","Rio Grande","Rio Grande-CO"
"CO","Alamosa","Alamosa-CO","CO","Saguache","Saguache-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Adams","Adams-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Arapahoe","Arapahoe-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Denver","Denver-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Douglas","Douglas-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Elbert","Elbert-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Jefferson","Jefferson-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Lincoln","Lincoln-CO"
"CO","Arapahoe","Arapahoe-CO","CO","Washington","Washington-CO"
"CO","Archuleta","Archuleta-CO","CO","Archuleta","Archuleta-CO"
"CO","Archuleta","Archuleta-CO","CO","Conejos","Conejos-CO"
"CO","Archuleta","Archuleta-CO","CO","Hinsdale","Hinsdale-CO"
"CO","Archuleta","Archuleta-CO","CO","La Plata","La Plata-CO"
"CO","Archuleta","Archuleta-CO","CO","Mineral","Mineral-CO"
"CO","Archuleta","Archuleta-CO","CO","Rio Grande","Rio Grande-CO"
"CO","Archuleta","Archuleta-CO","NM","Rio Arriba","Rio Arriba-NM"
"CO","Archuleta","Archuleta-CO","NM","San Juan","San Juan-NM"
"CO","Baca","Baca-CO","CO","Baca","Baca-CO"
"CO","Baca","Baca-CO","CO","Bent","Bent-CO"
"CO","Baca","Baca-CO","CO","Las Animas","Las Animas-CO"
"CO","Baca","Baca-CO","CO","Prowers","Prowers-CO"
"CO","Baca","Baca-CO","KS","Morton","Morton-KS"
"CO","Baca","Baca-CO","KS","Stanton","Stanton-KS"
"CO","Baca","Baca-CO","NM","Union","Union-NM"
"CO","Baca","Baca-CO","OK","Cimarron","Cimarron-OK"
"CO","Bent","Bent-CO","CO","Baca","Baca-CO"
"CO","Bent","Bent-CO","CO","Bent","Bent-CO"
"CO","Bent","Bent-CO","CO","Kiowa","Kiowa-CO"
"CO","Bent","Bent-CO","CO","Las Animas","Las Animas-CO"
"CO","Bent","Bent-CO","CO","Otero","Otero-CO"
"CO","Bent","Bent-CO","CO","Prowers","Prowers-CO"
"CO","Boulder","Boulder-CO","CO","Boulder","Boulder-CO"
"CO","Boulder","Boulder-CO","CO","Broomfield","Broomfield-CO"
"CO","Boulder","Boulder-CO","CO","Gilpin","Gilpin-CO"
"CO","Boulder","Boulder-CO","CO","Grand","Grand-CO"
"CO","Boulder","Boulder-CO","CO","Jefferson","Jefferson-CO"
"CO","Boulder","Boulder-CO","CO","Larimer","Larimer-CO"
"CO","Boulder","Boulder-CO","CO","Weld","Weld-CO"
"CO","Broomfield","Broomfield-CO","CO","Adams","Adams-CO"
"CO","Broomfield","Broomfield-CO","CO","Boulder","Boulder-CO"
"CO","Broomfield","Broomfield-CO","CO","Broomfield","Broomfield-CO"
"CO","Broomfield","Broomfield-CO","CO","Jefferson","Jefferson-CO"
"CO","Broomfield","Broomfield-CO","CO","Weld","Weld-CO"
"CO","Chaffee","Chaffee-CO","CO","Chaffee","Chaffee-CO"
"CO","Chaffee","Chaffee-CO","CO","Fremont","Fremont-CO"
"CO","Chaffee","Chaffee-CO","CO","Gunnison","Gunnison-CO"
"CO","Chaffee","Chaffee-CO","CO","Lake","Lake-CO"
"CO","Chaffee","Chaffee-CO","CO","Park","Park-CO"
"CO","Chaffee","Chaffee-CO","CO","Pitkin","Pitkin-CO"
"CO","Chaffee","Chaffee-CO","CO","Saguache","Saguache-CO"
"CO","Cheyenne","Cheyenne-CO","CO","Cheyenne","Cheyenne-CO"
"CO","Cheyenne","Cheyenne-CO","CO","Kiowa","Kiowa-CO"
"CO","Cheyenne","Cheyenne-CO","CO","Kit Carson","Kit Carson-CO"
"CO","Cheyenne","Cheyenne-CO","CO","Lincoln","Lincoln-CO"
"CO","Cheyenne","Cheyenne-CO","KS","Greeley","Greeley-KS"
"CO","Cheyenne","Cheyenne-CO","KS","Wallace","Wallace-KS"
"CO","Clear Creek","Clear Creek-CO","CO","Clear Creek","Clear Creek-CO"
"CO","Clear Creek","Clear Creek-CO","CO","Gilpin","Gilpin-CO"
"CO","Clear Creek","Clear Creek-CO","CO","Grand","Grand-CO"
"CO","Clear Creek","Clear Creek-CO","CO","Jefferson","Jefferson-CO"
"CO","Clear Creek","Clear Creek-CO","CO","Park","Park-CO"
"CO","Clear Creek","Clear Creek-CO","CO","Summit","Summit-CO"
"CO","Conejos","Conejos-CO","CO","Alamosa","Alamosa-CO"
"CO","Conejos","Conejos-CO","CO","Archuleta","Archuleta-CO"
"CO","Conejos","Conejos-CO","CO","Conejos","Conejos-CO"
"CO","Conejos","Conejos-CO","CO","Costilla","Costilla-CO"
"CO","Conejos","Conejos-CO","CO","Rio Grande","Rio Grande-CO"
"CO","Conejos","Conejos-CO","NM","Rio Arriba","Rio Arriba-NM"
"CO","Conejos","Conejos-CO","NM","Taos","Taos-NM"
"CO","Costilla","Costilla-CO","CO","Alamosa","Alamosa-CO"
"CO","Costilla","Costilla-CO","CO","Conejos","Conejos-CO"
"CO","Costilla","Costilla-CO","CO","Costilla","Costilla-CO"
"CO","Costilla","Costilla-CO","CO","Huerfano","Huerfano-CO"
"CO","Costilla","Costilla-CO","CO","Las Animas","Las Animas-CO"
"CO","Costilla","Costilla-CO","NM","Colfax","Colfax-NM"
"CO","Costilla","Costilla-CO","NM","Taos","Taos-NM"
"CO","Crowley","Crowley-CO","CO","Crowley","Crowley-CO"
"CO","Crowley","Crowley-CO","CO","El Paso","El Paso-CO"
"CO","Crowley","Crowley-CO","CO","Kiowa","Kiowa-CO"
"CO","Crowley","Crowley-CO","CO","Lincoln","Lincoln-CO"
"CO","Crowley","Crowley-CO","CO","Otero","Otero-CO"
"CO","Crowley","Crowley-CO","CO","Pueblo","Pueblo-CO"
"CO","Custer","Custer-CO","CO","Custer","Custer-CO"
"CO","Custer","Custer-CO","CO","Fremont","Fremont-CO"
"CO","Custer","Custer-CO","CO","Huerfano","Huerfano-CO"
"CO","Custer","Custer-CO","CO","Pueblo","Pueblo-CO"
"CO","Custer","Custer-CO","CO","Saguache","Saguache-CO"
"CO","Delta","Delta-CO","CO","Delta","Delta-CO"
"CO","Delta","Delta-CO","CO","Gunnison","Gunnison-CO"
"CO","Delta","Delta-CO","CO","Mesa","Mesa-CO"
"CO","Delta","Delta-CO","CO","Montrose","Montrose-CO"
"CO","Denver","Denver-CO","CO","Adams","Adams-CO"
"CO","Denver","Denver-CO","CO","Arapahoe","Arapahoe-CO"
"CO","Denver","Denver-CO","CO","Denver","Denver-CO"
"CO","Denver","Denver-CO","CO","Jefferson","Jefferson-CO"
"CO","Dolores","Dolores-CO","CO","Dolores","Dolores-CO"
"CO","Dolores","Dolores-CO","CO","La Plata","La Plata-CO"
"CO","Dolores","Dolores-CO","CO","Montezuma","Montezuma-CO"
"CO","Dolores","Dolores-CO","CO","San Juan","San Juan-CO"
"CO","Dolores","Dolores-CO","CO","San Miguel","San Miguel-CO"
"CO","Dolores","Dolores-CO","UT","San Juan","San Juan-UT"
"CO","Douglas","Douglas-CO","CO","Arapahoe","Arapahoe-CO"
"CO","Douglas","Douglas-CO","CO","Douglas","Douglas-CO"
"CO","Douglas","Douglas-CO","CO","Elbert","Elbert-CO"
"CO","Douglas","Douglas-CO","CO","El Paso","El Paso-CO"
"CO","Douglas","Douglas-CO","CO","Jefferson","Jefferson-CO"
"CO","Douglas","Douglas-CO","CO","Teller","Teller-CO"
