"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA"
"2020-04-06","ME","499","6088","0","92","10","6587","6587","23","0","6","0","29","29"
"2020-04-06","MI","18850","43120","0","0","727","61970","61970","26","110","0","2789","1283","4072"
"2020-04-06","MN","986","27142","0","223","30","28128","28128","27","1","21","1300","51","1351"
"2020-04-06","MO","2722","27113","0","0","39","29835","29835","29","5","0","2231","355","2586"
"2020-04-06","MP","8","13","10","0","1","31","21","69","0","0","0","0","0"
"2020-04-06","MS","1738","18632","0","475","51","20370","20370","28","8","0","13052","100","13152"
"2020-04-06","MT","299","6491","0","24","6","6790","6790","30","0","0","174","13","187"
"2020-04-06","NC","2870","37856","0","0","33","40726","40726","37","2","0","396","285","681"
"2020-04-06","ND","225","6988","0","32","3","7213","7213","38","0","1","408","18","426"
"2020-04-06","NE","409","6378","8","0","8","6795","6787","31","0","0","820","46","866"
"2020-04-06","NH","669","7701","101","92","9","8471","8370","33","0","6","290","48","338"
"2020-04-06","NJ","41090","47942","0","0","1003","89032","89032","34","86","0","3281","3585","6866"
"2020-04-06","NM","624","18512","0","0","12","19136","19136","35","1","0","2227","81","2308"
"2020-04-06","NV","1953","15676","0","0","46","17629","17629","32","0","0","681","117","798"
"2020-04-06","NY","130689","190122","0","30203","4758","320811","320811","36","599","2111","9873","8658","18531"
"2020-04-06","OH","4450","43928","0","1214","142","48378","48378","39","23","110","4215","407","4622"
"2020-04-06","OK","1327","1422","0","340","51","2749","2749","40","5","10","21","75","96"
"2020-04-06","OR","1132","20669","0","258","27","21801","21801","41","0","0","1113","64","1177"
"2020-04-06","PA","12980","70874","0","1145","162","83854","83854","42","12","73","4613","1470","6083"
"2020-04-06","PR","513","3432","1000","0","21","4945","3945","72","1","0","359","38","397"
"2020-04-06","RI","1082","7399","0","0","27","8481","8481","44","2","0","1140","160","1300"
"2020-04-06","SC","2049","16927","0","241","44","18976","18976","45","0","0","0","0","0"
"2020-04-06","SD","288","5732","0","23","4","6020","6020","46","2","1","379","48","427"
"2020-04-06","TN","3802","43548","0","352","65","47350","47350","47","21","24","1881","169","2050"
"2020-04-06","TX","7276","78081","0","0","140","85357","85357","48","13","0","13955","464","14419"
"2020-04-06","UT","1675","31719","0","138","13","33394","33394","49","5","14","2432","70","2502"
"2020-04-06","VA","2878","21643","0","497","54","24521","24521","51","3","66","609","241","850"
"2020-04-06","VI","43","222","20","0","1","285","265","78","0","0","16","1","17"
"2020-04-06","VT","543","6090","0","45","23","6633","6633","50","1","0","20","31","51"
"2020-04-06","WA","8523","99837","0","0","407","108360","108360","53","21","0","4551","342","4893"
"2020-04-06","WI","2440","26574","0","668","77","29014","29014","55","9","44","1405","173","1578"
"2020-04-06","WV","345","9595","0","0","4","9940","9940","54","1","0","1081","21","1102"
"2020-04-06","WY","210","3719","0","23","0","3929","3929","56","0","0","679","13","692"
"2020-04-05","AK","185","6099","0","20","6","6284","6284","02","1","4","230","14","244"
"2020-04-05","AL","1796","11282","0","231","45","13078","13078","01","2","19","2009","216","2225"
"2020-04-05","AR","830","10412","0","130","16","11242","11242","05","2","24","785","87","872"
"2020-04-05","AS","0","3","2","0","0","5","3","60","0","0","0","0","0"
"2020-04-05","AZ","2269","25141","0","0","64","27410","27410","04","12","0","0","250","250"
"2020-04-05","CA","13438","103095","15000","0","319","131533","116533","06","43","0","1421","1412","2833"
"2020-04-05","CO","4565","19335","0","875","126","23900","23900","08","15","52","1437","392","1829"
"2020-04-05","CT","5675","17595","0","0","189","23270","23270","09","24","0","842","399","1241"
"2020-04-05","DC","998","5836","0","0","22","6834","6834","11","1","0","300","96","396"
"2020-04-05","DE","673","6321","0","0","14","6994","6994","10","0","0","447","80","527"
"2020-04-05","FL","12151","101253","1129","1572","218","114533","113404","12","27","110","10297","1040","11337"
"2020-04-05","GA","6647","21185","0","1283","211","27832","27832","13","10","44","1051","487","1538"
"2020-04-05","GU","112","493","0","0","4","605","605","66","0","0","21","19","40"
"2020-04-05","HI","351","12604","0","19","4","12955","12955","15","1","1","645","32","677"
"2020-04-05","IA","868","9973","0","165","22","10841","10841","19","8","12","519","82","601"
"2020-04-05","ID","1077","9184","0","66","10","10261","10261","16","0","4","1327","64","1391"
"2020-04-05","IL","11256","47727","0","0","274","58983","58983","17","31","0","4503","899","5402"
"2020-04-05","IN","4411","18241","0","0","127","22652","22652","18","11","0","2394","458","2852"
"2020-04-05","KS","747","7476","0","183","22","8223","8223","20","1","11","596","49","645"
"2020-04-05","KY","917","15746","0","0","40","16663","16663","21","3","0","1005","86","1091"
"2020-04-05","LA","13010","47315","0","0","477","60325","60325","22","68","0","1313","514","1827"
"2020-04-05","MA","12402","59565","0","1632","370","71967","71967","25","66","262","2374","765","3139"
"2020-04-05","MD","3609","24728","0","936","67","28337","28337","24","14","115","2243","484","2727"
"2020-04-05","ME","470","6088","0","86","10","6558","6558","23","0","3","0","14","14"
"2020-04-05","MI","17567","40331","0","0","617","57898","57898","26","77","0","2926","1172","4098"
"2020-04-05","MN","935","25842","0","202","29","26777","26777","27","5","22","1284","70","1354"
"2020-04-05","MO","2367","24882","0","0","34","27249","27249","29","10","0","2268","76","2344"
"2020-04-05","MP","8","13","10","0","1","31","21","69","0","0","0","0","0"
"2020-04-05","MS","1638","5580","0","475","43","7218","7218","28","8","39","447","183","630"
"2020-04-05","MT","286","6317","0","24","6","6603","6603","30","1","0","405","21","426"
"2020-04-05","NC","2585","37460","0","0","31","40045","40045","37","7","0","1089","183","1272"
"2020-04-05","ND","207","6580","0","31","3","6787","6787","38","0","1","559","21","580"
"2020-04-05","NE","363","5558","12","0","8","5933","5921","31","2","0","500","42","542"
"2020-04-05","NH","621","7411","93","86","9","8125","8032","33","2","6","446","81","527"
"2020-04-05","NJ","37505","44661","0","0","917","82166","82166","34","71","0","3429","3381","6810"
"2020-04-05","NM","543","16285","0","0","11","16828","16828","35","1","0","1148","48","1196"
"2020-04-05","NV","1836","14995","0","0","46","16831","16831","32","0","0","574","94","668"
"2020-04-05","NY","122031","180249","0","28092","4159","302280","302280","36","594","1709","10332","8327","18659"
"2020-04-05","OH","4043","39713","0","1104","119","43756","43756","39","17","98","1581","304","1885"
"2020-04-05","OK","1252","1401","0","330","46","2653","2653","40","4","14","39","93","132"
"2020-04-05","OR","1068","19556","0","258","27","20624","20624","41","1","19","3021","69","3090"
"2020-04-05","PA","11510","66261","0","1072","150","77771","77771","42","14","68","6248","1493","7741"
"2020-04-05","PR","475","3073","1039","0","20","4587","3548","72","2","0","468","23","491"
"2020-04-05","RI","922","6259","0","0","25","7181","7181","44","8","0","675","116","791"
"2020-04-05","SC","2049","16927","0","241","44","18976","18976","45","4","0","530","132","662"
"2020-04-05","SD","240","5353","0","22","2","5593","5593","46","0","3","341","28","369"
"2020-04-05","TN","3633","41667","0","328","44","45300","45300","47","1","17","3597","312","3909"
"2020-04-05","TX","6812","64126","0","0","127","70938","70938","48","22","0","6485","702","7187"
"2020-04-05","UT","1605","29287","0","124","8","30892","30892","49","0","7","2672","177","2849"
"2020-04-05","VA","2637","21034","0","431","51","23671","23671","51","-1","41","1889","230","2119"
"2020-04-05","VI","42","206","18","0","1","266","248","78","1","0","22","2","24"
"2020-04-05","VT","512","6070","0","45","22","6582","6582","50","2","0","687","51","738"
"2020-04-05","WA","8181","95286","0","0","386","103467","103467","53","21","0","1757","389","2146"
"2020-04-05","WI","2267","25169","0","624","68","27436","27436","55","12","36","1310","155","1465"
"2020-04-05","WV","324","8514","0","0","3","8838","8838","54","1","0","1110","42","1152"
"2020-04-05","WY","197","3040","0","23","0","3237","3237","56","0","0","95","10","105"
"2020-04-04","AK","171","5869","0","16","5","6040","6040","02","2","1","10","14","24"
"2020-04-04","AL","1580","9273","0","212","43","10853","10853","01","8","212","1086","148","1234"
"2020-04-04","AR","743","9627","0","106","14","10370","10370","05","2","1","632","39","671"
"2020-04-04","AS","0","3","2","0","0","5","3","60","0","0","0","0","0"
"2020-04-04","AZ","2019","25141","0","0","52","27160","27160","04","11","0","2237","250","2487"
"2020-04-04","CA","12026","101674","13000","0","276","126700","113700","06","39","0","77075","1325","78400"
"2020-04-04","CO","4173","17898","0","823","111","22071","22071","08","14","113","1215","445","1660"
"2020-04-04","CT","5276","16753","0","0","165","22029","22029","09","34","0","1652","362","2014"
"2020-04-04","DC","902","5536","0","0","21","6438","6438","11","6","0","709","145","854"
"2020-04-04","DE","593","5874","0","0","14","6467","6467","10","0","0","879","143","1022"
"2020-04-04","FL","11111","90956","1281","1462","191","103348","102067","12","28","175","8819","1526","10345"
"2020-04-04","GA","6160","20134","0","1239","201","26294","26294","13","17","81","700","329","1029"
"2020-04-04","GU","93","472","0","0","4","565","565","66","0","0","13","9","22"
"2020-04-04","HI","319","11959","0","18","3","12278","12278","15","1","3","1753","34","1787"
"2020-04-04","IA","786","9454","0","153","14","10240","10240","19","3","15","700","87","787"
"2020-04-04","ID","1013","7857","0","62","10","8870","8870","16","1","6","803","122","925"
"2020-04-04","IL","10357","43224","0","0","243","53581","53581","17","33","0","4080","1453","5533"
"2020-04-04","IN","3953","15847","0","0","116","19800","19800","18","14","0","1449","516","1965"
"2020-04-04","KS","698","6880","0","172","21","7578","7578","20","4","21","426","78","504"
"2020-04-04","KY","831","14741","0","0","37","15572","15572","21","6","0","2707","61","2768"
"2020-04-04","LA","12496","46002","0","0","409","58498","58498","22","39","0","2654","2199","4853"
"2020-04-04","MA","11637","57191","0","1370","304","68828","68828","25","39","404","4506","1334","5840"
"2020-04-04","MD","3125","22485","0","821","53","25610","25610","24","11","157","1553","367","1920"
"2020-04-04","ME","456","6088","0","83","10","6544","6544","23","1","8","0","24","24"
"2020-04-04","MI","16395","37405","0","0","540","53800","53800","26","61","0","3735","1143","4878"
"2020-04-04","MN","865","24558","0","180","24","25423","25423","27","2","24","1120","76","1196"
"2020-04-04","MO","2291","22614","0","0","24","24905","24905","29","5","0","3257","178","3435"
"2020-04-04","MP","8","13","10","0","1","31","21","69","0","0","0","0","0"
"2020-04-04","MS","1455","5133","0","436","35","6588","6588","28","6","16","380","97","477"
"2020-04-04","MT","265","5912","0","24","5","6177","6177","30","0","0","579","22","601"
"2020-04-04","NC","2402","36371","0","0","24","38773","38773","37","5","0","6866","309","7175"
"2020-04-04","ND","186","6021","0","30","3","6207","6207","38","0","1","396","13","409"
"2020-04-04","NE","321","5058","10","0","6","5389","5379","31","0","0","571","42","613"
"2020-04-04","NH","540","6965","94","80","7","7599","7505","33","2","7","390","61","451"
"2020-04-04","NJ","34124","41232","0","0","846","75356","75356","34","200","0","3624","4229","7853"
"2020-04-04","NM","495","15137","0","0","10","15632","15632","35","3","0","762","92","854"
"2020-04-04","NV","1742","14421","0","0","46","16163","16163","32","3","0","1403","228","1631"
"2020-04-04","NY","113704","169917","0","26383","3565","283621","283621","36","630","2687","12260","10841","23101"
"2020-04-04","OH","3739","38132","0","1006","102","41871","41871","39","11","111","3069","427","3496"
"2020-04-04","OK","1159","1362","0","316","42","2521","2521","40","4","27","47","171","218"
"2020-04-04","OR","999","16535","0","239","26","17534","17534","41","4","35","0","100","100"
"2020-04-04","PA","10017","60013","0","1004","136","70030","70030","42","34","152","6318","1597","7915"
"2020-04-04","PR","452","2605","1129","0","18","4186","3057","72","3","0","556","74","630"
"2020-04-04","RI","806","5584","0","0","17","6390","6390","44","3","0","727","97","824"
"2020-04-04","SC","1917","16397","0","241","40","18314","18314","45","9","0","10956","363","11319"
"2020-04-04","SD","212","5012","1","19","2","5225","5224","46","0","2","419","25","444"
"2020-04-04","TN","3321","38070","0","311","43","41391","41391","47","6","18","3298","254","3552"
"2020-04-04","TX","6110","57641","0","0","105","63751","63751","48","15","0","7207","780","7987"
"2020-04-04","UT","1428","26615","0","117","8","28043","28043","49","1","11","3613","182","3795"
"2020-04-04","VA","2407","19145","0","390","52","21552","21552","51","6","78","2152","395","2547"
"2020-04-04","VI","40","184","42","0","0","266","224","78","0","0","30","2","32"
"2020-04-04","VT","461","5383","0","45","20","5844","5844","50","3","0","544","72","616"
"2020-04-04","WA","7792","93529","0","0","365","101321","101321","53","27","0","2345","368","2713"
"2020-04-04","WI","2112","23859","0","588","56","25971","25971","55","19","101","1482","200","1682"
"2020-04-04","WV","282","7404","0","0","2","7686","7686","54","0","0","1274","45","1319"
"2020-04-04","WY","187","2945","0","23","0","3132","3132","56","0","2","241","25","266"
"2020-04-03","AK","157","5859","0","15","3","6016","6016","02","0","6","980","14","994"
"2020-04-03","AL","1432","8187","0","0","35","9619","9619","01","3","0","684","199","883"
"2020-04-03","AR","704","8995","0","105","12","9699","9699","05","0","5","1115","61","1176"
"2020-04-03","AS","0","3","2","0","0","5","3","60","0","0","0","0","0"
"2020-04-03","AZ","1769","22904","0","0","41","24673","24673","04","9","0","1793","171","1964"
"2020-04-03","CA","10701","24599","59500","0","237","94800","35300","06","34","0","790","1510","2300"
"2020-04-03","CO","3728","16683","0","710","97","20411","20411","08","17","90","1380","386","1766"
"2020-04-03","CT","4914","15101","0","0","131","20015","20015","09","19","0","625","1090","1715"
"2020-04-03","DC","757","4827","0","0","15","5584","5584","11","3","0","410","104","514"
"2020-04-03","DE","450","4995","0","0","14","5445","5445","10","2","0","429","57","486"
"2020-04-03","FL","9585","82137","1225","1287","163","92947","91722","12","35","164","12851","1575","14426"
"2020-04-03","GA","5831","19434","0","1158","184","25265","25265","13","21","102","1825","483","2308"
"2020-04-03","GU","84","459","0","0","4","543","543","66","1","0","17","2","19"
"2020-04-03","HI","285","10206","0","15","2","10491","10491","15","1","0","0","27","27"
"2020-04-03","IA","699","8754","0","138","11","9453","9453","19","0","18","700","85","785"
"2020-04-03","ID","891","7054","0","56","9","7945","7945","16","0","7","441","222","663"
"2020-04-03","IL","8904","39144","0","0","210","48048","48048","17","53","0","3183","1209","4392"
"2020-04-03","IN","3437","14398","0","0","102","17835","17835","18","24","0","1152","398","1550"
"2020-04-03","KS","620","6454","0","151","17","7074","7074","20","4","13","395","68","463"
"2020-04-03","KY","770","12034","0","0","31","12804","12804","21","11","0","4814","90","4904"
"2020-04-03","LA","10297","43348","0","0","370","53645","53645","22","60","0","1412","1147","2559"
"2020-04-03","MA","10303","52685","0","966","265","62988","62988","25","36","153","4918","1436","6354"
"2020-04-03","MD","2758","20932","0","664","42","23690","23690","24","6","82","2042","427","2469"
"2020-04-03","ME","432","6088","0","75","9","6520","6520","23","2","7","0","56","56"
"2020-04-03","MI","15252","33670","0","0","479","48922","48922","26","62","0","3302","1135","4437"
"2020-04-03","MN","789","23438","0","156","22","24227","24227","27","4","18","1786","47","1833"
"2020-04-03","MO","2113","19357","0","0","19","21470","21470","29","0","0","1508","279","1787"
"2020-04-03","MP","8","13","10","0","1","31","21","69","0","0","0","0","0"
"2020-04-03","MS","1358","4753","0","420","29","6111","6111","28","3","60","0","181","181"
"2020-04-03","MT","243","5333","0","24","5","5576","5576","30","0","4","240","16","256"
"2020-04-03","NC","2093","29505","0","0","19","31598","31598","37","3","0","2683","236","2919"
"2020-04-03","ND","173","5625","0","29","3","5798","5798","38","0","1","804","14","818"
"2020-04-03","NE","279","4487","11","0","6","4777","4766","31","1","0","509","33","542"
"2020-04-03","NH","479","6575","114","73","5","7168","7054","33","1","15","497","64","561"
"2020-04-03","NJ","29895","37608","0","0","646","67503","67503","34","109","0","4088","4305","8393"
"2020-04-03","NM","403","14375","0","0","7","14778","14778","35","1","0","727","40","767"
"2020-04-03","NV","1514","13018","0","0","43","14532","14532","32","5","0","430","56","486"
"2020-04-03","NY","102863","157657","0","23696","2935","260520","260520","36","562","2879","11073","10482","21555"
"2020-04-03","OH","3312","35063","0","895","91","38375","38375","39","10","93","3047","410","3457"
"2020-04-03","OK","988","1315","0","289","38","2303","2303","40","4","32","50","109","159"
"2020-04-03","OR","899","16535","0","204","22","17434","17434","41","1","16","1276","73","1349"
"2020-04-03","PA","8420","53695","0","852","102","62115","62115","42","12","122","5997","1404","7401"
"2020-04-03","PR","378","2049","1055","0","15","3482","2427","72","3","0","445","62","507"
"2020-04-03","RI","709","4857","0","0","14","5566","5566","44","2","0","445","52","497"
"2020-04-03","SC","1554","5441","0","241","31","6995","6995","45","0","0","0","0","0"
"2020-04-03","SD","187","4593","3","17","2","4783","4780","46","0","0","376","22","398"
"2020-04-03","TN","3067","34772","0","293","37","37839","37839","47","5","30","3006","222","3228"
"2020-04-03","TX","5330","50434","0","0","90","55764","55764","48","20","0","4424","661","5085"
"2020-04-03","UT","1246","23002","0","106","7","24248","24248","49","0","6","2847","172","3019"
"2020-04-03","VA","2012","16993","0","312","46","19005","19005","51","5","7","1110","306","1416"
"2020-04-03","VI","38","154","56","0","0","248","192","78","0","0","5","5","10"
"2020-04-03","VT","389","4839","0","45","17","5228","5228","50","0","0","128","51","179"
"2020-04-03","WA","7424","91184","0","0","338","98608","98608","53","28","0","4295","531","4826"
"2020-04-03","WI","1912","22377","0","487","37","24289","24289","55","6","26","2060","182","2242"
"2020-04-03","WV","237","6130","0","1","2","6367","6367","54","0","0","854","20","874"
"2020-04-03","WY","162","2704","0","21","0","2866","2866","56","0","2","265","12","277"
"2020-04-02","AK","143","4879","0","9","3","5022","5022","02","0","0","409","10","419"
"2020-04-02","AL","1233","7503","0","0","32","8736","8736","01","6","0","806","156","962"
"2020-04-02","AR","643","7880","0","100","12","8523","8523","05","2","10","526","59","585"
"2020-04-02","AS","0","3","2","0","0","5","3","60","0","0","0","0","0"
"2020-04-02","AZ","1598","21111","0","0","32","22709","22709","04","3","0","1466","185","1651"
"2020-04-02","CA","9191","23809","59500","0","203","92500","33000","06","32","0","2037","1036","3073"
"2020-04-02","CO","3342","15303","0","620","80","18645","18645","08","11","111","1420","376","1796"
"2020-04-02","CT","3824","14476","0","0","112","18300","18300","09","27","0","1433","267","1700"
"2020-04-02","DC","653","4417","0","0","12","5070","5070","11","1","0","1155","67","1222"
"2020-04-02","DE","393","4566","0","0","12","4959","4959","10","1","0","551","25","576"
"2020-04-02","FL","8010","69286","1285","1123","128","78581","77296","12","41","174","9757","1055","10812"
"2020-04-02","GA","5348","17609","0","1056","163","22957","22957","13","24","104","1921","710","2631"
"2020-04-02","GU","82","442","0","0","3","524","524","66","0","0","36","5","41"
"2020-04-02","HI","258","10206","0","15","1","10464","10464","15","0","2","1485","50","1535"
"2020-04-02","IA","614","8054","0","120","11","8668","8668","19","2","21","750","65","815"
"2020-04-02","ID","669","6613","0","49","9","7282","7282","16","0","3","537","144","681"
"2020-04-02","IL","7695","35961","0","0","157","43656","43656","17","16","0","2557","715","3272"
"2020-04-02","IN","3039","13246","0","0","78","16285","16285","18","13","0","1436","474","1910"
"2020-04-02","KS","552","6059","0","138","13","6611","6611","20","3","24","648","70","718"
"2020-04-02","KY","680","7220","0","0","20","7900","7900","21","3","0","255","89","344"
"2020-04-02","LA","9150","41936","0","0","310","51086","51086","22","37","0","2584","2726","5310"
"2020-04-02","MA","8867","47767","0","813","229","56634","56634","25","42","131","3642","1228","4870"
"2020-04-02","MD","2331","18890","0","582","36","21221","21221","24","5","60","1657","346","2003"
"2020-04-02","ME","376","6088","0","68","7","6464","6464","23","0","5","0","32","32"
"2020-04-02","MI","14117","30368","0","0","417","44485","44485","26","80","0","3131","1229","4360"
"2020-04-02","MN","742","21652","0","138","18","22394","22394","27","1","16","1150","53","1203"
"2020-04-02","MO","1834","17849","0","0","19","19683","19683","29","1","0","2003","253","2256"
"2020-04-02","MP","8","13","12","0","1","33","21","69","1","0","13","2","15"
"2020-04-02","MS","1177","4753","0","360","26","5930","5930","28","4","28","1041","104","1145"
"2020-04-02","MT","227","5093","0","20","5","5320","5320","30","0","3","383","19","402"
"2020-04-02","NC","1857","26822","0","0","16","28679","28679","37","6","0","2163","273","2436"
"2020-04-02","ND","159","4821","0","28","3","4980","4980","38","0","5","470","17","487"
"2020-04-02","NE","246","3978","11","0","5","4235","4224","31","1","0","503","36","539"
"2020-04-02","NH","415","6078","126","58","4","6619","6493","33","0","2","93","0","93"
"2020-04-02","NJ","25590","33520","0","0","537","59110","59110","34","182","0","3133","3335","6468"
"2020-04-02","NM","363","13648","0","0","6","14011","14011","35","1","0","723","48","771"
"2020-04-02","NV","1458","12588","0","0","38","14046","14046","32","12","0","1069","179","1248"
"2020-04-02","NY","92381","146584","0","20817","2373","238965","238965","36","432","2449","9416","8669","18085"
"2020-04-02","OH","2902","32016","0","802","81","34918","34918","39","16","123","5024","355","5379"
"2020-04-02","OK","879","1265","0","257","34","2144","2144","40","4","38","17","160","177"
"2020-04-02","OR","826","15259","0","188","21","16085","16085","41","3","34","2123","90","2213"
"2020-04-02","PA","7016","47698","0","730","90","54714","54714","42","16","110","5271","1211","6482"
"2020-04-02","PR","316","1604","1119","0","12","3039","1920","72","1","0","195","30","225"
"2020-04-02","RI","657","4412","0","0","12","5069","5069","44","2","0","581","91","672"
"2020-04-02","SC","1554","5441","0","241","31","6995","6995","45","5","139","408","261","669"
"2020-04-02","SD","165","4217","0","17","2","4382","4382","46","0","5","314","36","350"
"2020-04-02","TN","2845","31766","0","263","32","34611","34611","47","8","63","1997","162","2159"
"2020-04-02","TX","4669","46010","0","0","70","50679","50679","48","12","0","2150","672","2822"
"2020-04-02","UT","1074","20155","0","100","7","21229","21229","49","0","9","0","62","62"
"2020-04-02","VA","1706","15883","0","305","41","17589","17589","51","7","0","2023","222","2245"
"2020-04-02","VI","33","149","42","0","0","224","182","78","0","0","23","3","26"
"2020-04-02","VT","338","4711","0","45","17","5049","5049","50","1","0","537","17","554"
"2020-04-02","WA","6893","86889","0","0","310","93782","93782","53","28","0","4332","353","4685"
"2020-04-02","WI","1730","20317","0","461","31","22047","22047","55","7","63","1498","180","1678"
"2020-04-02","WV","217","5276","0","1","2","5493","5493","54","1","0","892","26","918"
"2020-04-02","WY","150","2439","0","19","0","2589","2589","56","0","1","221","20","241"
"2020-04-01","AK","133","4470","0","9","3","4603","4603","02","0","2","876","14","890"
"2020-04-01","AL","1077","6697","0","0","26","7774","7774","01","13","0","399","96","495"
"2020-04-01","AR","584","7354","0","90","10","7938","7938","05","2","90","1395","61","1456"
"2020-04-01","AS","0","3","2","0","0","5","3","60","0","0","0","0","0"
"2020-04-01","AZ","1413","19645","0","0","29","21058","21058","04","5","0","1563","124","1687"
"2020-04-01","CA","8155","21772","57400","0","171","87327","29927","06","18","0","0","673","673"
"2020-04-01","CO","2966","13883","0","509","69","16849","16849","08","18","95","1146","339","1485"
"2020-04-01","CT","3557","13043","0","0","85","16600","16600","09","16","0","14","429","443"
"2020-04-01","DC","586","3262","2","0","11","3850","3848","11","2","0","0","91","91"
"2020-04-01","DE","368","4015","0","0","11","4383","4383","10","1","0","319","49","368"
"2020-04-01","FL","6955","59529","1235","949","87","67719","66484","12","10","126","5244","617","5861"
"2020-04-01","GA","4638","15688","0","952","139","20326","20326","13","28","119","3436","709","4145"
"2020-04-01","GU","77","406","0","0","3","483","483","66","1","0","35","8","43"
"2020-04-01","HI","208","8721","0","13","1","8929","8929","15","1","1","250","4","254"
"2020-04-01","IA","549","7304","0","99","9","7853","7853","19","2","5","416","52","468"
"2020-04-01","ID","525","6076","0","46","9","6601","6601","16","2","1","779","110","889"
"2020-04-01","IL","6980","33404","0","0","141","40384","40384","17","42","0","4173","986","5159"
"2020-04-01","IN","2565","11810","0","0","65","14375","14375","18","16","0","596","406","1002"
"2020-04-01","KS","482","5411","0","114","10","5893","5893","20","1","35","415","54","469"
"2020-04-01","KY","591","6965","0","0","17","7556","7556","21","6","0","635","111","746"
"2020-04-01","LA","6424","39352","0","0","273","45776","45776","22","34","0","5622","1187","6809"
"2020-04-01","MA","7639","44125","0","682","187","51764","51764","25","34","120","3685","1118","4803"
"2020-04-01","MD","1985","17233","0","522","31","19218","19218","24","13","93","2365","325","2690"
"2020-04-01","ME","344","6088","0","63","7","6432","6432","23","2","6","0","41","41"
"2020-04-01","MI","12888","27237","0","0","337","40125","40125","26","78","0","3258","1013","4271"
"2020-04-01","MN","689","20502","0","122","17","21191","21191","27","5","10","1351","60","1411"
"2020-04-01","MO","1581","15846","0","0","18","17427","17427","29","4","0","1232","254","1486"
"2020-04-01","MP","6","0","0","0","0","6","6","69","0","0","0","4","4"
"2020-04-01","MS","1073","3712","0","332","22","4785","4785","28","2","121","175","136","311"
"2020-04-01","MT","208","4710","0","17","5","4918","4918","30","1","3","476","24","500"
"2020-04-01","NC","1584","24659","0","0","10","26243","26243","37","2","0","3051","86","3137"
"2020-04-01","ND","142","4351","0","23","3","4493","4493","38","0","2","220","16","236"
"2020-04-01","NE","210","3475","8","0","4","3693","3685","31","1","0","544","38","582"
"2020-04-01","NH","415","5985","97","56","4","6497","6400","33","1","11","572","101","673"
"2020-04-01","NJ","22255","30387","0","0","355","52642","52642","34","88","0","3310","3559","6869"
"2020-04-01","NM","315","12925","0","0","5","13240","13240","35","1","0","679","34","713"
"2020-04-01","NV","1279","11519","0","0","26","12798","12798","32","9","0","838","166","1004"
"2020-04-01","NY","83712","137168","0","18368","1941","220880","220880","36","391","2464","7777","7917","15694"
"2020-04-01","OH","2547","26992","0","679","65","29539","29539","39","10","94","0","348","348"
"2020-04-01","OK","719","1248","0","219","30","1967","1967","40","7","42","19","154","173"
"2020-04-01","OR","736","13136","0","154","18","13872","13872","41","0","0","0","46","46"
"2020-04-01","PA","5805","42427","0","620","74","48232","48232","42","11","106","4782","962","5744"
"2020-04-01","PR","286","1409","897","0","11","2592","1695","72","3","0","214","47","261"
"2020-04-01","RI","566","3831","0","0","10","4397","4397","44","2","0","355","77","432"
"2020-04-01","SC","1293","5033","0","102","26","6326","6326","45","4","0","417","210","627"
"2020-04-01","SD","129","3903","0","12","2","4032","4032","46","1","0","294","21","315"
"2020-04-01","TN","2683","29769","0","200","24","32452","32452","47","1","25","4648","444","5092"
"2020-04-01","TX","3997","43860","0","0","58","47857","47857","48","17","0","4134","731","4865"
"2020-04-01","UT","1012","20155","0","91","7","21167","21167","49","2","18","2529","125","2654"
"2020-04-01","VA","1484","13860","0","305","34","15344","15344","51","7","140","1709","234","1943"
"2020-04-01","VI","30","126","24","0","0","180","156","78","0","0","0","0","0"
"2020-04-01","VT","321","4174","0","45","16","4495","4495","50","3","9","217","28","245"
"2020-04-01","WA","6540","82557","0","0","282","89097","89097","53","20","0","4173","491","4664"
"2020-04-01","WI","1550","18819","0","398","24","20369","20369","55","8","61","1444","199","1643"
"2020-04-01","WV","191","4384","0","1","1","4575","4575","54","0","0","403","29","432"
"2020-04-01","WY","130","2218","0","18","0","2348","2348","56","0","1","219","21","240"
"2020-03-31","AK","119","3594","0","7","3","3713","3713","02","0","0","54","5","59"
"2020-03-31","AL","981","6298","0","0","13","7279","7279","01","7","0","604","122","726"
"2020-03-31","AR","523","5959","0","0","8","6482","6482","05","1","0","697","50","747"
"2020-03-31","AS","0","3","2","0","0","5","3","60","0","0","3","0","3"
"2020-03-31","AZ","1289","18082","0","0","24","19371","19371","04","4","0","2480","132","2612"
"2020-03-31","CA","7482","21772","57400","0","153","86654","29254","06","20","0","1223","1035","2258"
"2020-03-31","CO","2627","12737","0","414","51","15364","15364","08","0","0","0","0","0"
"2020-03-31","CT","3128","13029","0","0","69","16157","16157","09","33","0","1000","557","1557"
"2020-03-31","DC","495","3262","2","0","9","3759","3757","11","0","0","580","94","674"
"2020-03-31","DE","319","3696","0","0","10","4015","4015","10","4","0","1480","55","1535"
"2020-03-31","FL","6338","54285","1163","823","77","61786","60623","12","14","171","6060","865","6925"
"2020-03-31","GA","3929","12252","0","833","111","16181","16181","13","24","126","2337","1120","3457"
"2020-03-31","GU","69","371","0","0","2","440","440","66","1","0","19","11","30"
