"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA.","positive1"
"2020-04-09","Texas",66,95904,0,0,199,106134,106134,48,22,0,8999,877,9876,10230
"2020-04-08","Texas",63,86905,0,0,177,96258,96258,48,23,0,6518,1091,7609,9353
"2020-04-07","Texas",59,80387,0,0,154,88649,88649,48,14,0,2306,986,3292,8262
"2020-04-06","Texas",55,78081,0,0,140,85357,85357,48,13,0,13955,464,14419,7276
"2020-04-05","Texas",53,64126,0,0,127,70938,70938,48,22,0,6485,702,7187,6812
"2020-04-04","Texas",50,57641,0,0,105,63751,63751,48,15,0,7207,780,7987,6110
"2020-04-03","Texas",47,50434,0,0,90,55764,55764,48,20,0,4424,661,5085,5330
"2020-04-02","Texas",44,46010,0,0,70,50679,50679,48,12,0,2150,672,2822,4669
"2020-04-01","Texas",41,43860,0,0,58,47857,47857,48,17,0,4134,731,4865,3997
"2020-03-31","Texas",39,39726,0,0,41,42992,42992,48,7,0,6723,389,7112,3266
"2020-03-30","Texas",37,33003,0,0,34,35880,35880,48,0,0,9795,325,10120,2877
"2020-03-29","Texas",36,23208,0,0,34,25760,25760,48,7,0,0,500,500,2552
"2020-03-28","Texas",34,23208,0,0,27,25260,25260,48,4,0,1273,321,1594,2052
"2020-03-27","Texas",32,21935,0,0,23,23666,23666,48,5,0,1907,335,2242,1731
"2020-03-26","Texas",31,20028,0,0,18,21424,21424,48,6,0,7508,422,7930,1396
"2020-03-25","Texas",29,12520,0,0,12,13494,13494,48,3,0,1763,564,2327,974
"2020-03-24","Texas",18,10757,0,0,9,11167,11167,48,1,0,1054,58,1112,410
"2020-03-23","Texas",17,9703,0,0,8,10055,10055,48,3,0,1281,18,1299,352
"2020-03-22","Texas",16,8422,0,0,5,8756,8756,48,0,0,2204,30,2234,334
"2020-03-21","Texas",16,6218,0,0,5,6522,6522,48,0,0,1135,110,1245,304
"2020-03-20","Texas",13,5083,0,0,5,5277,5277,48,2,0,2871,51,2922,194
"2020-03-19","Texas",12,2212,0,0,3,2355,2355,48,1,0,388,60,448,143
"2020-03-18","Texas",10,1824,0,0,2,1907,1907,48,1,0,620,19,639,83
"2020-03-17","Texas",8,1204,0,0,1,1268,1268,48,1,0,1204,7,1211,64
"2020-03-16","Texas",7,0,0,0,0,57,57,48,0,0,0,1,1,57
"2020-03-15","Texas",7,0,0,0,0,56,56,48,0,0,0,5,5,56
"2020-03-14","Texas",7,0,0,0,0,51,51,48,0,0,0,12,12,51
"2020-03-13","Texas",5,0,0,0,0,39,39,48,0,0,0,16,16,39
"2020-03-12","Texas",4,0,0,0,0,23,23,48,0,0,0,2,2,23
"2020-03-11","Texas",4,0,0,0,0,21,21,48,0,0,0,8,8,21
"2020-03-10","Texas",3,0,0,0,0,13,13,48,0,0,0,1,1,13
"2020-03-09","Texas",3,0,0,0,0,12,12,48,0,0,0,4,4,12
"2020-03-08","Texas",2,0,0,0,0,8,8,48,0,0,0,0,0,8
"2020-03-07","Texas",2,0,0,0,0,8,8,48,0,0,0,3,3,8
"2020-03-06","Texas",2,0,0,0,0,5,5,48,0,0,0,4,4,5
"2020-03-05","Texas",2,0,0,0,0,1,1,48,0,0,0,0,0,1
"2020-03-04","Texas",2,0,0,0,0,1,1,48,0,0,0,0,0,1
"2020-03-03","Texas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Texas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Texas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Texas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Texas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Utah",33,36397,0,168,13,38373,38373,49,0,10,2127,130,2257,1976
"2020-04-08","Utah",33,34270,0,158,13,36116,36116,49,0,10,1361,108,1469,1846
"2020-04-07","Utah",32,32909,0,148,13,34647,34647,49,0,10,1190,63,1253,1738
"2020-04-06","Utah",32,31719,0,138,13,33394,33394,49,5,14,2432,70,2502,1675
"2020-04-05","Utah",32,29287,0,124,8,30892,30892,49,0,7,2672,177,2849,1605
"2020-04-04","Utah",31,26615,0,117,8,28043,28043,49,1,11,3613,182,3795,1428
"2020-04-03","Utah",30,23002,0,106,7,24248,24248,49,0,6,3011,172,3183,1246
"2020-04-02","Utah",30,19991,0,100,7,21065,21065,49,0,9,-164,62,-102,1074
"2020-04-01","Utah",30,20155,0,91,7,21167,21167,49,2,18,2529,125,2654,1012
"2020-03-31","Utah",27,17626,0,73,5,18513,18513,49,1,73,2429,81,2510,887
"2020-03-30","Utah",26,15197,0,0,4,16003,16003,49,2,0,1923,87,2010,806
"2020-03-29","Utah",24,13274,0,0,2,13993,13993,49,0,0,2564,117,2681,719
"2020-03-28","Utah",22,10710,0,0,2,11312,11312,49,0,0,1946,122,2068,602
"2020-03-27","Utah",19,8764,0,0,2,9244,9244,49,1,0,1456,78,1534,480
"2020-03-26","Utah",18,7308,0,0,1,7710,7710,49,0,0,817,56,873,402
"2020-03-25","Utah",16,6491,0,0,1,6837,6837,49,0,0,967,47,1014,346
"2020-03-24","Utah",15,5524,0,0,1,5823,5823,49,0,0,734,42,776,299
"2020-03-23","Utah",15,4790,0,0,1,5047,5047,49,0,0,1282,76,1358,257
"2020-03-22","Utah",13,3508,0,0,1,3689,3689,49,1,0,1084,45,1129,181
"2020-03-21","Utah",12,2424,0,0,0,2560,2560,49,0,0,389,24,413,136
"2020-03-20","Utah",12,2035,0,0,0,2147,2147,49,0,0,587,34,621,112
"2020-03-19","Utah",9,1448,0,0,0,1526,1526,49,0,0,1317,15,1332,78
"2020-03-18","Utah",8,131,0,0,0,194,194,49,0,0,0,12,12,63
"2020-03-17","Utah",7,131,0,0,0,182,182,49,0,0,0,12,12,51
"2020-03-16","Utah",5,131,0,0,0,170,170,49,0,0,0,11,11,39
"2020-03-15","Utah",4,131,0,0,0,159,159,49,0,0,0,22,22,28
"2020-03-14","Utah",2,131,0,0,0,137,137,49,0,0,0,0,0,6
"2020-03-13","Utah",2,131,0,0,0,137,137,49,0,0,0,2,2,6
"2020-03-12","Utah",2,131,0,0,0,135,135,49,0,0,131,2,133,4
"2020-03-11","Utah",2,0,0,0,0,2,2,49,0,0,0,0,0,2
"2020-03-10","Utah",2,0,0,0,0,2,2,49,0,0,0,1,1,2
"2020-03-09","Utah",2,0,0,0,0,1,1,49,0,0,0,0,0,1
"2020-03-08","Utah",2,0,0,0,0,1,1,49,0,0,0,0,0,1
"2020-03-07","Utah",2,0,0,0,0,1,1,49,0,0,0,0,0,1
"2020-03-06","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-05","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Utah",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Vermont",22,7553,0,0,23,8181,8181,50,0,0,409,23,432,628
"2020-04-08","Vermont",22,7144,0,50,23,7749,7749,50,0,5,590,30,620,605
"2020-04-07","Vermont",21,6554,0,45,23,7129,7129,50,0,0,464,32,496,575
"2020-04-06","Vermont",20,6090,0,45,23,6633,6633,50,1,0,20,31,51,543
"2020-04-05","Vermont",20,6070,0,45,22,6582,6582,50,2,0,687,51,738,512
"2020-04-04","Vermont",19,5383,0,45,20,5844,5844,50,3,0,544,72,616,461
"2020-04-03","Vermont",17,4839,0,45,17,5228,5228,50,0,0,128,51,179,389
"2020-04-02","Vermont",16,4711,0,45,17,5049,5049,50,1,0,537,17,554,338
"2020-04-01","Vermont",16,4174,0,45,16,4495,4495,50,3,9,217,28,245,321
"2020-03-31","Vermont",15,3957,0,36,13,4250,4250,50,1,18,283,37,320,293
"2020-03-30","Vermont",15,3674,0,18,12,3930,3930,50,0,0,208,21,229,256
"2020-03-29","Vermont",14,3466,0,18,12,3701,3701,50,0,0,1303,24,1327,235
"2020-03-28","Vermont",14,2163,0,18,12,2374,2374,50,2,0,86,27,113,211
"2020-03-27","Vermont",13,2077,0,18,10,2261,2261,50,1,18,227,26,253,184
"2020-03-26","Vermont",13,1850,0,0,9,2008,2008,50,1,0,261,35,296,158
"2020-03-25","Vermont",12,1589,0,0,8,1712,1712,50,1,0,149,28,177,123
"2020-03-24","Vermont",11,1440,0,0,7,1535,1535,50,2,0,334,20,354,95
"2020-03-23","Vermont",9,1106,0,0,5,1181,1181,50,3,0,0,23,23,75
"2020-03-22","Vermont",7,1106,0,0,2,1158,1158,50,0,0,327,23,350,52
"2020-03-21","Vermont",4,779,0,0,2,808,808,50,0,0,0,0,0,29
"2020-03-20","Vermont",4,779,0,0,2,808,808,50,2,0,134,7,141,29
"2020-03-19","Vermont",4,645,0,0,0,667,667,50,0,0,53,3,56,22
"2020-03-18","Vermont",3,592,0,0,0,611,611,50,0,0,97,9,106,19
"2020-03-17","Vermont",3,495,0,0,0,505,505,50,0,0,74,2,76,10
"2020-03-16","Vermont",2,421,0,0,0,429,429,50,0,0,73,4,77,8
"2020-03-15","Vermont",2,348,0,0,0,352,352,50,0,0,121,0,121,4
"2020-03-14","Vermont",2,227,0,0,0,231,231,50,0,0,85,2,87,4
"2020-03-13","Vermont",2,142,0,0,0,144,144,50,0,0,45,0,45,2
"2020-03-12","Vermont",2,97,0,0,0,99,99,50,0,0,35,1,36,2
"2020-03-11","Vermont",2,62,0,0,0,63,63,50,0,0,22,0,22,1
"2020-03-10","Vermont",2,40,0,0,0,41,41,50,0,0,6,0,6,1
"2020-03-09","Vermont",2,34,0,0,0,35,35,50,0,0,6,0,6,1
"2020-03-08","Vermont",2,28,0,0,0,29,29,50,0,0,12,1,13,1
"2020-03-07","Vermont",2,16,0,0,0,16,16,50,0,0,8,0,8,0
"2020-03-06","Vermont",2,8,0,0,0,8,8,50,0,0,0,0,0,0
"2020-03-05","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Virginia",42,28984,627,685,109,33653,33026,51,34,70,1984,397,2381,4042
"2020-04-08","Virginia",40,27000,0,615,75,30645,30645,51,12,52,1688,312,2000,3645
"2020-04-07","Virginia",39,25312,0,563,63,28645,28645,51,9,66,3669,455,4124,3333
"2020-04-06","Virginia",37,21643,0,497,54,24521,24521,51,3,66,609,241,850,2878
"2020-04-05","Virginia",36,21034,0,431,51,23671,23671,51,-1,41,1889,230,2119,2637
"2020-04-04","Virginia",35,19145,0,390,52,21552,21552,51,6,78,2152,395,2547,2407
"2020-04-03","Virginia",34,16993,0,312,46,19005,19005,51,5,7,1110,306,1416,2012
"2020-04-02","Virginia",32,15883,0,305,41,17589,17589,51,7,0,2023,222,2245,1706
"2020-04-01","Virginia",31,13860,0,305,34,15344,15344,51,7,140,1709,234,1943,1484
"2020-03-31","Virginia",31,12151,0,165,27,13401,13401,51,2,29,1133,230,1363,1250
"2020-03-30","Virginia",30,11018,0,136,25,12038,12038,51,3,24,1299,130,1429,1020
"2020-03-29","Virginia",27,9719,0,112,22,10609,10609,51,5,13,1292,151,1443,890
"2020-03-28","Virginia",24,8427,0,99,17,9166,9166,51,3,16,1694,135,1829,739
"2020-03-27","Virginia",22,6733,0,83,14,7337,7337,51,1,18,1004,144,1148,604
"2020-03-26","Virginia",19,5729,0,65,13,6189,6189,51,4,6,750,69,819,460
"2020-03-25","Virginia",17,4979,0,59,9,5370,5370,51,2,14,799,101,900,391
"2020-03-24","Virginia",15,4180,0,45,7,4470,4470,51,1,7,737,36,773,290
"2020-03-23","Virginia",15,3443,0,38,6,3697,3697,51,3,6,325,35,360,254
"2020-03-22","Virginia",14,3118,0,32,3,3337,3337,51,1,7,480,67,547,219
"2020-03-21","Virginia",13,2638,0,25,2,2790,2790,51,0,25,427,38,465,152
"2020-03-20","Virginia",12,2211,0,0,2,2325,2325,51,0,0,382,20,402,114
"2020-03-19","Virginia",11,1829,0,0,2,1923,1923,51,1,0,628,17,645,94
"2020-03-18","Virginia",9,1201,0,0,1,1278,1278,51,0,0,240,10,250,77
"2020-03-17","Virginia",8,961,0,0,1,1028,1028,51,0,0,523,16,539,67
"2020-03-16","Virginia",7,438,0,0,1,489,489,51,0,0,75,6,81,51
"2020-03-15","Virginia",6,363,0,0,1,408,408,51,1,0,246,15,261,45
"2020-03-14","Virginia",5,117,0,0,0,147,147,51,0,0,0,0,0,30
"2020-03-13","Virginia",5,117,0,0,0,147,147,51,0,0,0,13,13,30
"2020-03-12","Virginia",3,117,0,0,0,134,134,51,0,0,57,8,65,17
"2020-03-11","Virginia",2,60,0,0,0,69,69,51,0,0,7,1,8,9
"2020-03-10","Virginia",2,53,0,0,0,61,61,51,0,0,15,5,20,8
"2020-03-09","Virginia",2,38,9,0,0,50,41,51,0,0,2,1,3,3
"2020-03-08","Virginia",2,36,6,0,0,44,38,51,0,0,5,2,7,2
"2020-03-07","Virginia",2,31,7,0,0,38,31,51,0,0,10,0,10,0
"2020-03-06","Virginia",2,21,10,0,0,31,21,51,0,0,3,0,3,0
"2020-03-05","Virginia",2,18,3,0,0,21,18,51,0,0,0,0,0,0
"2020-03-04","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Washington",62,83391,0,0,421,92488,92488,53,27,0,0,0,0,9097
"2020-04-08","Washington",62,83391,0,0,394,92488,92488,53,19,0,0,0,0,9097
"2020-04-07","Washington",62,83391,0,0,375,92488,92488,53,12,0,0,337,337,9097
"2020-04-06","Washington",61,83391,0,0,363,92151,92151,53,10,0,3064,326,3390,8760
"2020-04-05","Washington",59,80327,0,0,353,88761,88761,53,13,0,4694,396,5090,8434
"2020-04-04","Washington",58,75633,0,0,340,83671,83671,53,20,0,2800,405,3205,8038
"2020-04-03","Washington",56,72833,0,254,320,80466,80466,53,24,0,4019,612,4631,7633
"2020-04-02","Washington",54,68814,0,254,296,75835,75835,53,26,0,8248,376,8624,7021
"2020-04-01","Washington",52,60566,0,254,270,67211,67211,53,18,0,0,597,597,6645
"2020-03-31","Washington",50,60566,0,254,252,66614,66614,53,13,0,0,482,482,6048
"2020-03-30","Washington",48,60566,0,254,239,66132,66132,53,11,0,5670,450,6120,5566
"2020-03-29","Washington",46,54896,0,254,228,60012,60012,53,17,0,5881,396,6277,5116
"2020-03-28","Washington",44,49015,0,254,211,53735,53735,53,20,254,5842,492,6334,4720
"2020-03-27","Washington",42,43173,0,0,191,47401,47401,53,14,0,11461,501,11962,4228
"2020-03-26","Washington",40,31712,0,0,177,35439,35439,53,22,0,0,468,468,3727
"2020-03-25","Washington",39,31712,0,0,155,34971,34971,53,13,0,0,449,449,3259
"2020-03-24","Washington",37,31712,0,0,142,34522,34522,53,9,0,2833,370,3203,2810
"2020-03-23","Washington",35,28879,0,0,133,31319,31319,53,11,0,3551,207,3758,2440
"2020-03-22","Washington",34,25328,0,0,122,27561,27561,53,14,0,3609,236,3845,2233
"2020-03-21","Washington",33,21719,0,0,108,23716,23716,53,6,0,2383,232,2615,1997
"2020-03-20","Washington",33,19336,0,0,102,21101,21101,53,11,0,3418,238,3656,1765
"2020-03-19","Washington",32,15918,0,0,91,17445,17445,53,10,0,2801,147,2948,1527
"2020-03-18","Washington",31,13117,0,0,81,14497,14497,53,4,0,1535,169,1704,1380
"2020-03-17","Washington",30,11582,0,0,77,12793,12793,53,9,0,2131,163,2294,1211
"2020-03-16","Washington",30,9451,0,0,68,10499,10499,53,12,0,2329,127,2456,1048
"2020-03-15","Washington",28,7122,0,0,56,8043,8043,53,5,0,1121,131,1252,921
"2020-03-14","Washington",25,6001,0,0,51,6791,6791,53,4,0,1651,99,1750,790
"2020-03-13","Washington",23,4350,0,0,47,5041,5041,53,3,0,1313,150,1463,691
"2020-03-12","Washington",20,3037,0,0,44,3578,3578,53,4,0,862,69,931,541
"2020-03-11","Washington",19,2175,0,0,40,2647,2647,53,3,0,1065,83,1148,472
"2020-03-10","Washington",17,1110,0,0,37,1499,1499,53,2,0,0,47,47,389
"2020-03-09","Washington",16,1110,0,0,35,1452,1452,53,4,0,470,97,567,342
"2020-03-08","Washington",14,640,60,0,31,945,885,53,4,0,270,65,335,245
"2020-03-07","Washington",13,370,66,0,27,616,550,53,1,0,0,31,31,180
"2020-03-06","Washington",12,370,0,0,26,519,519,53,6,0,370,53,423,149
"2020-03-05","Washington",11,0,0,0,20,96,96,53,4,0,0,20,20,96
"2020-03-04","Washington",9,0,0,0,16,76,76,53,2,0,0,18,18,76
"2020-03-03","Washington",7,0,0,0,14,58,58,53,3,0,0,24,24,58
"2020-03-02","Washington",5,0,0,0,11,34,34,53,3,0,0,4,4,34
"2020-03-01","Washington",5,0,0,0,8,30,30,53,3,0,0,12,12,30
"2020-02-29","Washington",3,0,0,0,5,18,18,53,1,0,0,9,9,18
"2020-02-28","Washington",2,0,0,0,4,9,9,53,0,0,0,0,0,9
"2020-04-09","West Virginia",20,13340,0,0,5,13863,13863,54,1,0,1257,61,1318,523
"2020-04-08","West Virginia",19,12083,0,0,4,12545,12545,54,0,0,436,50,486,462
"2020-04-07","West Virginia",18,11647,0,0,4,12059,12059,54,0,0,2052,67,2119,412
"2020-04-06","West Virginia",16,9595,0,0,4,9940,9940,54,1,0,1081,21,1102,345
"2020-04-05","West Virginia",16,8514,0,0,3,8838,8838,54,1,0,1110,42,1152,324
"2020-04-04","West Virginia",15,7404,0,0,2,7686,7686,54,0,0,1274,45,1319,282
"2020-04-03","West Virginia",14,6130,0,1,2,6367,6367,54,0,0,854,20,874,237
"2020-04-02","West Virginia",14,5276,0,1,2,5493,5493,54,1,0,892,26,918,217
"2020-04-01","West Virginia",13,4384,0,1,1,4575,4575,54,0,0,403,29,432,191
"2020-03-31","West Virginia",13,3981,0,1,1,4143,4143,54,0,0,997,36,1033,162
"2020-03-30","West Virginia",12,2984,0,1,1,3110,3110,54,1,0,279,13,292,126
"2020-03-29","West Virginia",12,2705,0,1,0,2818,2818,54,0,0,374,17,391,113
"2020-03-28","West Virginia",11,2331,6,1,0,2433,2427,54,0,0,552,20,572,96
"2020-03-27","West Virginia",9,1779,43,1,0,1898,1855,54,0,0,748,25,773,76
"2020-03-26","West Virginia",7,1031,19,1,0,1101,1082,54,0,0,272,12,284,51
"2020-03-25","West Virginia",5,759,6,1,0,804,798,54,0,0,149,19,168,39
"2020-03-24","West Virginia",4,610,0,1,0,630,630,54,0,0,166,4,170,20
"2020-03-23","West Virginia",3,444,4,1,0,464,460,54,0,0,59,4,63,16
"2020-03-22","West Virginia",3,385,1,1,0,398,397,54,0,0,55,1,56,12
"2020-03-21","West Virginia",3,330,2,1,0,343,341,54,0,1,111,4,115,11
"2020-03-20","West Virginia",2,219,13,0,0,239,226,54,0,0,76,5,81,7
"2020-03-19","West Virginia",2,143,3,0,0,148,145,54,0,0,21,1,22,2
"2020-03-18","West Virginia",2,122,14,0,0,137,123,54,0,0,42,1,43,1
"2020-03-17","West Virginia",2,80,4,0,0,84,80,54,0,0,0,0,0,0
"2020-03-16","West Virginia",2,80,4,0,0,84,80,54,0,0,42,0,42,0
"2020-03-15","West Virginia",2,38,1,0,0,39,38,54,0,0,12,0,12,0
"2020-03-14","West Virginia",2,26,5,0,0,31,26,54,0,0,9,0,9,0
"2020-03-13","West Virginia",2,17,4,0,0,21,17,54,0,0,10,0,10,0
"2020-03-12","West Virginia",2,7,1,0,0,8,7,54,0,0,4,0,4,0
"2020-03-11","West Virginia",2,3,2,0,0,5,3,54,0,0,1,0,1,0
"2020-03-10","West Virginia",2,2,3,0,0,5,2,54,0,0,0,0,0,0
"2020-03-09","West Virginia",2,2,3,0,0,5,2,54,0,0,0,0,0,0
"2020-03-08","West Virginia",2,2,3,0,0,5,2,54,0,0,0,0,0,0
"2020-03-07","West Virginia",2,2,3,0,0,5,2,54,0,0,1,0,1,0
"2020-03-06","West Virginia",2,1,4,0,0,5,1,54,0,0,0,0,0,0
"2020-03-05","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Wisconsin",37,31424,0,843,111,34309,34309,55,12,53,1309,129,1438,2885
"2020-04-08","Wisconsin",37,30115,0,790,99,32871,32871,55,7,45,1603,178,1781,2756
"2020-04-07","Wisconsin",36,28512,0,745,92,31090,31090,55,15,77,1938,138,2076,2578
"2020-04-06","Wisconsin",35,26574,0,668,77,29014,29014,55,9,44,1405,173,1578,2440
"2020-04-05","Wisconsin",35,25169,0,624,68,27436,27436,55,12,36,1310,155,1465,2267
"2020-04-04","Wisconsin",34,23859,0,588,56,25971,25971,55,19,101,1482,200,1682,2112
"2020-04-03","Wisconsin",33,22377,0,487,37,24289,24289,55,6,26,2060,182,2242,1912
"2020-04-02","Wisconsin",32,20317,0,461,31,22047,22047,55,7,63,1498,180,1678,1730
"2020-04-01","Wisconsin",32,18819,0,398,24,20369,20369,55,8,61,1444,199,1643,1550
"2020-03-31","Wisconsin",31,17375,0,337,16,18726,18726,55,2,337,1519,130,1649,1351
"2020-03-30","Wisconsin",30,15856,0,0,14,17077,17077,55,1,0,-694,109,-585,1221
"2020-03-29","Wisconsin",30,16550,0,0,13,17662,17662,55,0,0,1318,123,1441,1112
"2020-03-28","Wisconsin",29,15232,0,0,13,16221,16221,55,0,0,2092,147,2239,989
"2020-03-27","Wisconsin",26,13140,0,0,13,13982,13982,55,5,0,1557,135,1692,842
"2020-03-26","Wisconsin",24,11583,0,0,8,12290,12290,55,1,0,1494,122,1616,707
"2020-03-25","Wisconsin",21,10089,0,0,7,10674,10674,55,2,0,1852,128,1980,585
"2020-03-24","Wisconsin",19,8237,0,0,5,8694,8694,55,0,0,1187,41,1228,457
"2020-03-23","Wisconsin",18,7050,0,0,5,7466,7466,55,1,0,820,31,851,416
"2020-03-22","Wisconsin",17,6230,0,0,4,6615,6615,55,0,0,1602,104,1706,385
"2020-03-21","Wisconsin",15,4628,0,0,4,4909,4909,55,1,0,1173,75,1248,281
"2020-03-20","Wisconsin",14,3455,0,0,3,3661,3661,55,3,0,1263,51,1314,206
"2020-03-19","Wisconsin",13,2192,0,0,0,2347,2347,55,0,0,615,49,664,155
"2020-03-18","Wisconsin",12,1577,0,0,0,1683,1683,55,0,0,539,34,573,106
"2020-03-17","Wisconsin",9,1038,0,0,0,1110,1110,55,0,0,534,25,559,72
"2020-03-16","Wisconsin",6,504,0,0,0,551,551,55,0,0,191,14,205,47
"2020-03-15","Wisconsin",5,313,0,0,0,346,346,55,0,0,144,14,158,33
"2020-03-14","Wisconsin",3,169,0,0,0,188,188,55,0,0,0,0,0,19
"2020-03-13","Wisconsin",3,169,0,0,0,188,188,55,0,0,85,11,96,19
"2020-03-12","Wisconsin",2,84,0,0,0,92,92,55,0,0,41,5,46,8
"2020-03-11","Wisconsin",2,43,0,0,0,46,46,55,0,0,7,1,8,3
"2020-03-10","Wisconsin",2,36,0,0,0,38,38,55,0,0,0,1,1,2
"2020-03-09","Wisconsin",2,36,0,0,0,37,37,55,0,0,5,0,5,1
"2020-03-08","Wisconsin",2,31,12,0,0,44,32,55,0,0,0,0,0,1
"2020-03-07","Wisconsin",2,31,12,0,0,44,32,55,0,0,0,0,0,1
"2020-03-06","Wisconsin",2,31,12,0,0,44,32,55,0,0,12,0,12,1
"2020-03-05","Wisconsin",2,19,6,0,0,26,20,55,0,0,0,0,0,1
"2020-03-04","Wisconsin",2,19,6,0,0,26,20,55,0,0,0,0,0,1
"2020-03-03","Wisconsin",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Wisconsin",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Wisconsin",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Wisconsin",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Wisconsin",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Wyoming",14,3920,0,34,0,4150,4150,56,0,1,77,9,86,230
"2020-04-08","Wyoming",14,3843,0,33,0,4064,4064,56,0,0,54,5,59,221
"2020-04-07","Wyoming",14,3789,0,33,0,4005,4005,56,0,10,70,6,76,216
"2020-04-06","Wyoming",14,3719,0,23,0,3929,3929,56,0,0,679,13,692,210
"2020-04-05","Wyoming",13,3040,0,23,0,3237,3237,56,0,0,95,10,105,197
"2020-04-04","Wyoming",13,2945,0,23,0,3132,3132,56,0,2,241,25,266,187
"2020-04-03","Wyoming",13,2704,0,21,0,2866,2866,56,0,2,265,12,277,162
"2020-04-02","Wyoming",13,2439,0,19,0,2589,2589,56,0,1,221,20,241,150
"2020-04-01","Wyoming",12,2218,0,18,0,2348,2348,56,0,1,219,21,240,130
"2020-03-31","Wyoming",12,1999,0,17,0,2108,2108,56,0,0,159,15,174,109
"2020-03-30","Wyoming",11,1840,0,17,0,1934,1934,56,0,2,286,8,294,94
"2020-03-29","Wyoming",10,1554,0,15,0,1640,1640,56,0,1,79,4,83,86
"2020-03-28","Wyoming",10,1475,0,14,0,1557,1557,56,0,3,264,12,276,82
"2020-03-27","Wyoming",9,1211,0,11,0,1281,1281,56,0,11,159,17,176,70
"2020-03-26","Wyoming",7,1052,0,0,0,1105,1105,56,0,0,98,9,107,53
"2020-03-25","Wyoming",6,954,0,0,0,998,998,56,0,0,244,15,259,44
"2020-03-24","Wyoming",4,710,0,0,0,739,739,56,0,0,118,3,121,29
"2020-03-23","Wyoming",4,592,0,0,0,618,618,56,0,0,154,2,156,26
"2020-03-22","Wyoming",4,438,0,0,0,462,462,56,0,0,0,1,1,24
"2020-03-21","Wyoming",4,438,0,0,0,461,461,56,0,0,107,4,111,23
"2020-03-20","Wyoming",3,331,0,0,0,350,350,56,0,0,60,1,61,19
"2020-03-19","Wyoming",3,271,0,0,0,289,289,56,0,0,93,3,96,18
"2020-03-18","Wyoming",3,178,0,0,0,193,193,56,0,0,83,5,88,15
"2020-03-17","Wyoming",3,95,0,0,0,105,105,56,0,0,95,7,102,10
"2020-03-16","Wyoming",2,0,0,0,0,3,3,56,0,0,0,0,0,3
